name,raw_name,specialty,norm_name,norm_specialty,source
פרופ סודרי מיכאל,סודרי מיכאל,,מיכאל סודרי,,IMA
"ד""ר שנהב איתי",שנהב איתי,מומחה ברדיולוגיה אבחנתית,איתי שנהב,ברדיולוגיה אבחנתית,IMA
"ד""ר שנהב איתי",שנהב איתי,,איתי שנהב,,IMA
"ד""ר וליקי נטליהמומחית בגריאטריה, מומחית ברפואת משפחה","וליקי נטליהמומחית בגריאטריה, מומחית ברפואת משפחה",,"משפחה ברפואת מומחית בגריאטריה, נטליהמומחית וליקי",,IMA
"ד""ר וליקי נטליה",וליקי נטליה,,נטליה וליקי,,IMA
"ד""ר בורק יחיאל זאב",בורק יחיאל זאב,מומחה ביילוד וגינקולוגיה,זאב יחיאל בורק,ביילוד וגינקולוגיה,IMA
"ד""ר בורק יחיאל זאב",בורק יחיאל זאב,,זאב יחיאל בורק,,IMA
"ד""ר הרלב דן",הרלב דן,"מומחה בהמטו אונקולוגית ילדים, מומחה ברפואת ילדים",דן הרלב,בהמטו אונקולוגית ילדים מומחה ברפואת ילדים,IMA
"ד""ר הרלב דן",הרלב דן,,דן הרלב,,IMA
"ד""ר צ'יז'יק ויקטוריהמומחית ברדיולוגיה אבחנתית",צ'יז'יק ויקטוריהמומחית ברדיולוגיה אבחנתית,,אבחנתית ברדיולוגיה ויקטוריהמומחית צ'יז'יק,,IMA
"ד""ר צ'יז'יק ויקטוריה",צ'יז'יק ויקטוריה,,ויקטוריה צ'יז'יק,,IMA
"ד""ר ברנס שי",ברנס שי,מומחה בכירורגיה אורתופדית,שי ברנס,בכירורגיה אורתופדית,IMA
"ד""ר ברנס שי",ברנס שי,,שי ברנס,,IMA
"ד""ר שניידר יוליהמומחית באונקולוגיה, מומחית ברפואה פנימית","שניידר יוליהמומחית באונקולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית באונקולוגיה, יוליהמומחית שניידר",,IMA
"ד""ר שניידר יוליה",שניידר יוליה,,יוליה שניידר,,IMA
"ד""ר לבקוביץ אריאלהמומחית במחלות זיהומיות, מומחית ברפואה פנימית","לבקוביץ אריאלהמומחית במחלות זיהומיות, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית זיהומיות, במחלות אריאלהמומחית לבקוביץ",,IMA
"ד""ר לבקוביץ אריאלה",לבקוביץ אריאלה,,אריאלה לבקוביץ,,IMA
"ד""ר אלטמן אריה",אלטמן אריה,מומחה ברפואה פנימית,אריה אלטמן,ברפואה פנימית,IMA
"ד""ר אלטמן אריה",אלטמן אריה,,אריה אלטמן,,IMA
"ד""ר עדן אריה",עדן אריה,"מומחה בטיפול נמרץ כללי, מומחה בהרדמה",אריה עדן,בטיפול נמרץ כללי מומחה בהרדמה,IMA
"ד""ר עדן אריה",עדן אריה,,אריה עדן,,IMA
"ד""ר קליין חגי",קליין חגי,מומחה בכירורגיה אורתופדית,חגי קליין,בכירורגיה אורתופדית,IMA
"ד""ר קליין חגי",קליין חגי,,חגי קליין,,IMA
פרופ פרוכטר אורן,פרוכטר אורן,"מומחה במחלות ריאה, מומחה ברפואה פנימית",אורן פרוכטר,במחלות ריאה מומחה ברפואה פנימית,IMA
פרופ פרוכטר אורן,פרוכטר אורן,,אורן פרוכטר,,IMA
"ד""ר אהרוני שרוןמומחית בנוירו ילדים והתפתחות הילד, מומחית בנוירולוגית ילדים, מומחית ברפואת ילדים","אהרוני שרוןמומחית בנוירו ילדים והתפתחות הילד, מומחית בנוירולוגית ילדים, מומחית ברפואת ילדים",,"ילדים ברפואת מומחית ילדים, בנוירולוגית מומחית הילד, והתפתחות ילדים בנוירו שרוןמומחית אהרוני",,IMA
"ד""ר אהרוני שרון",אהרוני שרון,,שרון אהרוני,,IMA
"ד""ר סיגלר מעיניתמומחית בפסיכיאטריה",סיגלר מעיניתמומחית בפסיכיאטריה,,בפסיכיאטריה מעיניתמומחית סיגלר,,IMA
"ד""ר סיגלר מעינית",סיגלר מעינית,,מעינית סיגלר,,IMA
"ד""ר סקורניק יאיר",סקורניק יאיר,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",יאיר סקורניק,באנדוקרינולוגיה מומחה ברפואה פנימית,IMA
"ד""ר סקורניק יאיר",סקורניק יאיר,,יאיר סקורניק,,IMA
פרופ ריבק יוסף,ריבק יוסף,"מומחה ברפואה תעסוקתית, מומחה במינהל רפואי, מומחה בבריאות הציבור",יוסף ריבק,ברפואה תעסוקתית מומחה במינהל רפואי מומחה בבריאות הציבור,IMA
פרופ ריבק יוסף,ריבק יוסף,,יוסף ריבק,,IMA
"ד""ר שפירא ישראל",שפירא ישראל,מומחה ביילוד וגינקולוגיה,ישראל שפירא,ביילוד וגינקולוגיה,IMA
"ד""ר שפירא ישראל",שפירא ישראל,,ישראל שפירא,,IMA
"ד""ר יוסף משה",יוסף משה,מומחה ברפואת ילדים,משה יוסף,ברפואת ילדים,IMA
"ד""ר יוסף משה",יוסף משה,,משה יוסף,,IMA
פרופ וולוביץ בנימין,וולוביץ בנימין,"מומחה במחלות ריאה ילדים, מומחה ברפואת ילדים",בנימין וולוביץ,במחלות ריאה ילדים מומחה ברפואת ילדים,IMA
פרופ וולוביץ בנימין,וולוביץ בנימין,,בנימין וולוביץ,,IMA
"ד""ר מגר אביב",מגר אביב,מומחה בקרדיולוגיה,אביב מגר,בקרדיולוגיה,IMA
"ד""ר מגר אביב",מגר אביב,,אביב מגר,,IMA
"ד""ר פרידמן טלימומחית בכירורגיה פלסטית ואסתטית",פרידמן טלימומחית בכירורגיה פלסטית ואסתטית,,ואסתטית פלסטית בכירורגיה טלימומחית פרידמן,,IMA
"ד""ר פרידמן טלי",פרידמן טלי,,טלי פרידמן,,IMA
"ד""ר בן לולו אורן",בן לולו אורן,מומחה בכירורגיה אורתופדית,אורן לולו בן,בכירורגיה אורתופדית,IMA
"ד""ר בן לולו אורן",בן לולו אורן,,אורן לולו בן,,IMA
"ד""ר הוכברג עיריתמומחית באנדוקרינולוגיה, מומחית ברפואה פנימית","הוכברג עיריתמומחית באנדוקרינולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית באנדוקרינולוגיה, עיריתמומחית הוכברג",,IMA
"ד""ר הוכברג עירית",הוכברג עירית,,עירית הוכברג,,IMA
"ד""ר לבני מיכאל",לבני מיכאל,מומחה בכירורגיה אורתופדית,מיכאל לבני,בכירורגיה אורתופדית,IMA
"ד""ר לבני מיכאל",לבני מיכאל,,מיכאל לבני,,IMA
"ד""ר בן-בסט איל",בן-בסט איל,"מומחה ברפואה לשיכוך כאב, מומחה ברפואת משפחה",איל בן-בסט,ברפואה לשיכוך כאב מומחה ברפואת משפחה,IMA
"ד""ר בן-בסט איל",בן-בסט איל,,איל בן-בסט,,IMA
"ד""ר טוטנאור אביב",טוטנאור אביב,"מומחה ברפואה לשיכוך כאב, מומחה בהרדמה",אביב טוטנאור,ברפואה לשיכוך כאב מומחה בהרדמה,IMA
"ד""ר טוטנאור אביב",טוטנאור אביב,,אביב טוטנאור,,IMA
"ד""ר ברנע יעלמומחית בפסיכיאטריה",ברנע יעלמומחית בפסיכיאטריה,,בפסיכיאטריה יעלמומחית ברנע,,IMA
"ד""ר ברנע יעל",ברנע יעל,,יעל ברנע,,IMA
"ד""ר סטיבלינסקיה אלהמומחית ברפואת ילדים",סטיבלינסקיה אלהמומחית ברפואת ילדים,,ילדים ברפואת אלהמומחית סטיבלינסקיה,,IMA
"ד""ר סטיבלינסקיה אלה",סטיבלינסקיה אלה,,אלה סטיבלינסקיה,,IMA
"ד""ר ויס אמיר",ויס אמיר,מומחה ביילוד וגינקולוגיה,אמיר ויס,ביילוד וגינקולוגיה,IMA
"ד""ר ויס אמיר",ויס אמיר,,אמיר ויס,,IMA
"ד""ר גל זילברשמיט אסנתמומחית ברדיולוגיה אבחנתית",גל זילברשמיט אסנתמומחית ברדיולוגיה אבחנתית,,אבחנתית ברדיולוגיה אסנתמומחית זילברשמיט גל,,IMA
"ד""ר גל זילברשמיט אסנת",גל זילברשמיט אסנת,,אסנת זילברשמיט גל,,IMA
"ד""ר ניצן אוריאל",ניצן אוריאל,מומחה בפסיכיאטריה,אוריאל ניצן,בפסיכיאטריה,IMA
"ד""ר ניצן אוריאל",ניצן אוריאל,,אוריאל ניצן,,IMA
"ד""ר מורבסקי גיל",מורבסקי גיל,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",גיל מורבסקי,בקרדיולוגיה מומחה ברפואה פנימית,IMA
"ד""ר מורבסקי גיל",מורבסקי גיל,,גיל מורבסקי,,IMA
"ד""ר כהן יעלמומחית בכירורגיה אורתופדית",כהן יעלמומחית בכירורגיה אורתופדית,,אורתופדית בכירורגיה יעלמומחית כהן,,IMA
"ד""ר כהן יעל",כהן יעל,,יעל כהן,,IMA
"ד""ר זיפמן אייל",זיפמן אייל,"מומחה בגסטרואנטרולוגית ילדים, מומחה ברפואת ילדים",אייל זיפמן,בגסטרואנטרולוגית ילדים מומחה ברפואת ילדים,IMA
"ד""ר זיפמן אייל",זיפמן אייל,,אייל זיפמן,,IMA
"ד""ר חדאד נסים",חדאד נסים,מומחה בפסיכיאטריה של הילד ומתבגר,נסים חדאד,בפסיכיאטריה של הילד ומתבגר,IMA
"ד""ר חדאד נסים",חדאד נסים,,נסים חדאד,,IMA
"ד""ר בלה אורי",בלה אורי,"מומחה במינהל רפואי, מומחה ברפואה דחופה, מומחה ברפואת ילדים",אורי בלה,במינהל רפואי מומחה ברפואה דחופה מומחה ברפואת ילדים,IMA
"ד""ר בלה אורי",בלה אורי,,אורי בלה,,IMA
"ד""ר נחום איל רן",נחום איל רן,מומחה בכירורגיה של בית החזה,רן איל נחום,בכירורגיה של בית החזה,IMA
"ד""ר נחום איל רן",נחום איל רן,,רן איל נחום,,IMA
"ד""ר עודה כנאן",עודה כנאן,"מומחה בנאונטולוגיה, מומחה ברפואת ילדים",כנאן עודה,בנאונטולוגיה מומחה ברפואת ילדים,IMA
"ד""ר עודה כנאן",עודה כנאן,,כנאן עודה,,IMA
"ד""ר כרמון מרגניתמומחית בפסיכיאטריה של הילד ומתבגר, מומחית בפסיכיאטריה","כרמון מרגניתמומחית בפסיכיאטריה של הילד ומתבגר, מומחית בפסיכיאטריה",,"בפסיכיאטריה מומחית ומתבגר, הילד של בפסיכיאטריה מרגניתמומחית כרמון",,IMA
"ד""ר כרמון מרגנית",כרמון מרגנית,,מרגנית כרמון,,IMA
"ד""ר מיצ'ניק בוריס",מיצ'ניק בוריס,"מומחה ברפואה פנימית, מומחה בגריאטריה",בוריס מיצ'ניק,ברפואה פנימית מומחה בגריאטריה,IMA
"ד""ר מיצ'ניק בוריס",מיצ'ניק בוריס,,בוריס מיצ'ניק,,IMA
"ד""ר יניב רון",יניב רון,מומחה במחלות עור ומין,רון יניב,במחלות עור ומין,IMA
"ד""ר יניב רון",יניב רון,,רון יניב,,IMA
"ד""ר שפיר גדעון",שפיר גדעון,מומחה ברדיולוגיה אבחנתית,גדעון שפיר,ברדיולוגיה אבחנתית,IMA
"ד""ר שפיר גדעון",שפיר גדעון,,גדעון שפיר,,IMA
"ד""ר לוי אילן",לוי אילן,מומחה ברפואת ילדים,אילן לוי,ברפואת ילדים,IMA
"ד""ר לוי אילן",לוי אילן,,אילן לוי,,IMA
"ד""ר קרן-פז גל",קרן-פז גל,מומחה בכירורגיה אורולוגית,גל קרן-פז,בכירורגיה אורולוגית,IMA
"ד""ר קרן-פז גל",קרן-פז גל,,גל קרן-פז,,IMA
"פרופ ספקטר גליהמומחית בהמטולוגיה, מומחית ברפואה פנימית","ספקטר גליהמומחית בהמטולוגיה, מומחית ברפואה פנימית",,"פנימית ברפואה מומחית בהמטולוגיה, גליהמומחית ספקטר",,IMA
פרופ ספקטר גליה,ספקטר גליה,,גליה ספקטר,,IMA
פרופ שוירמן עודד,שוירמן עודד,"מומחה במחלות זיהומיות, מומחה ברפואת ילדים",עודד שוירמן,במחלות זיהומיות מומחה ברפואת ילדים,IMA
פרופ שוירמן עודד,שוירמן עודד,,עודד שוירמן,,IMA
"ד""ר נרסיה אוקסנהמומחית בפסיכיאטריה",נרסיה אוקסנהמומחית בפסיכיאטריה,,בפסיכיאטריה אוקסנהמומחית נרסיה,,IMA
"ד""ר נרסיה אוקסנה",נרסיה אוקסנה,,אוקסנה נרסיה,,IMA
"ד""ר מוזר-מנדל מיכלמומחית ביילוד וגינקולוגיה",מוזר-מנדל מיכלמומחית ביילוד וגינקולוגיה,,וגינקולוגיה ביילוד מיכלמומחית מוזר-מנדל,,IMA
