moh_name,ima_name,norm_name,moh_specialty,ima_specialty,confidence,name_match,specialty_match,moh_idx,ima_idx
אדלר ליאור,אדלר ליאור,ליאור אדלר,נוירולוגית ילדים והתפתחות הילד,"מומחה בנוירו ילדים והתפתחות הילד, מומחה בפסיכיאטריה של הילד ומתבגר, מומחה ברפואת ילדים",1.0,True,False,36390,438
משה מיכאל,משה מיכאל,מיכאל משה,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,36482,2539
ח'ורי שרבל,ח'ורי שרבל,שרבל ח'ורי,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,36491,2356
אבו נסרה וסים,אבו נסרה וסים,וסים נסרה אבו,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,36493,2918
נבו עמיחי,נבו עמיחי,עמיחי נבו,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,36513,1326
גנדלמן עומר,גנדלמן עומר,עומר גנדלמן,רפואה פנימית,"מומחה בראומטולוגיה, מומחה ברפואה פנימית",1.0,True,False,36519,1526
מירקין ויטלי,מירקין ויטלי,ויטלי מירקין,פסיכיאטריה,"מומחה בפסיכיאטריה של הילד ומתבגר, מומחה בפסיכיאטריה",1.0,True,False,36531,4943
ח'ורי תאופיק,ח'ורי תאופיק,תאופיק ח'ורי,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,36534,4396
אוביידוב ולדיסלב,אוביידוב ולדיסלב,ולדיסלב אוביידוב,דרמטולוגיה-מחלות עור ומין,מומחה במחלות עור ומין,1.0,True,False,36574,3893
אנגל אסי,אנגל אסי,אסי אנגל,נוירולוגיה,מומחה בנוירולוגיה,1.0,True,False,36582,1082
מסאלחה מוחמד,מסאלחה מוחמד,מוחמד מסאלחה,כירורגיה אורתופדית,מומחה במחלות א.א.ג וכירורגיה של ראש וצוואר,1.0,True,True,36591,2972
אבו גנאם יוסף,אבו גנאם יוסף,יוסף גנאם אבו,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,36632,4989
פנאדקה פדא,פנאדקה פדא,פדא פנאדקה,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,36635,2660
מסארוה אסמעיל,מסארוה אסמעיל,אסמעיל מסארוה,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,36688,2549
חסדיה רביע,חסדיה רביע,רביע חסדיה,כירורגיה כללית,"מומחה בכירורגית כלי-דם, מומחה בכירורגיה כללית",1.0,True,False,36692,1268
מסוודה אחמד,מסוודה אחמד,אחמד מסוודה,נוירוכירורגיה,מומחה בנוירוכירורגיה,1.0,True,False,36700,5564
פורשנר איתי,פורשנר איתי,איתי פורשנר,נוירולוגיה,"מתמחה ברפואה לשיכוך כאב, מומחה בנוירולוגיה",1.0,True,False,36741,5401
וולק עידו,וולק עידו,עידו וולק,כירורגיה אורתופדית,"מומחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית",1.0,True,False,36747,797
איליא יהונתן,איליא יהונתן,יהונתן איליא,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,36767,94
סנעאללה מוחמד,סנעאללה מוחמד,מוחמד סנעאללה,רפואה פנימית,"מומחה בגריאטריה, מומחה ברפואה פנימית",1.0,True,False,36849,2024
כתאנה מוחמד,כתאנה מוחמד,מוחמד כתאנה,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,36856,1403
אהרון אילן,אהרון אילן,אילן אהרון,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,36857,2992
דראושה אוסאמה,דראושה אוסאמה,אוסאמה דראושה,רפואה פנימית,"מתמחה בגריאטריה, מומחה בנפרולוגיה, מומחה ברפואה פנימית",1.0,True,False,36865,2222
שנהב איתי,שנהב איתי,איתי שנהב,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,36913,3392
סייד אחמד רונאן,סייד אחמד רונאן,רונאן אחמד סייד,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,36940,1086
לוי אייל,לוי אייל,אייל לוי,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,36956,4316
חאסקיה חסן,חאסקיה חסן,חסן חאסקיה,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,36960,3672
בסול אבו עיטה יומנה,בסול אבו עיטה יומנה,יומנה עיטה אבו בסול,מחלות עיניים,"מתמחה במינהל רפואי, מומחית במחלות עיניים",1.0,True,False,36975,3022
ח'ורי סאהר,ח'ורי סאהר,סאהר ח'ורי,רפואה פנימית,"מומחה במחלות ריאה, מומחה בטיפול נמרץ כללי, מומחה ברפואה פנימית",1.0,True,False,36980,1574
אבו דלו ח'אלד,אבו דלו ח'אלד,ח'אלד דלו אבו,כירורגיה אורתופדית,"מתמחה בכירורגיה של היד, מומחה בכירורגיה אורתופדית",1.0,True,False,36993,3572
גוטמן מיכאל,גוטמן מיכאל,מיכאל גוטמן,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,37003,3644
אבו אחמד עומר,אבו אחמד עומר,עומר אחמד אבו,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,37005,5022
עקירוב עמית,עקירוב עמית,עמית עקירוב,רפואה פנימית,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",1.0,True,False,37008,2850
אבו סויס שאדי,אבו סויס שאדי,שאדי סויס אבו,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,37013,4145
בוריסוב אולג,בוריסוב אולג,אולג בוריסוב,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,37019,2250
ח'ורי עלא,ח'ורי עלא,עלא ח'ורי,נוירולוגיה,מומחה בנוירולוגיה,1.0,True,False,37049,2916
בדראן בדראן,בדראן בדראן,בדראן בדראן,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,37059,4105
ליבינסון-זבגרט אירינה,ליבינסון-זבגרט אירינה,אירינה ליבינסון-זבגרט,רפואת ילדים,"מתמחה בנפרולוגית ילדים, מומחית ברפואת ילדים",1.0,True,False,37135,4582
לוי אולג,לוי אולג,אולג לוי,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,37178,3030
ברגר יניב,ברגר יניב,יניב ברגר,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,37183,3374
עוויסאת הייתם,עוויסאת הייתם,הייתם עוויסאת,כירורגיה כללית,"מתמחה ברפואה דחופה, מומחה בכירורגיה כללית",1.0,True,False,37237,8
בטחיש ג'לאל,בטחיש ג'לאל,ג'לאל בטחיש,רפואה פנימית,"מומחה ברפואה פליאטיבית, מומחה ברפואה פנימית",1.0,True,False,37264,1938
נג'אר רוג'ה,נג'אר רוג'ה,רוג'ה נג'אר,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,37335,2396
חדאד נסים,חדאד נסים,נסים חדאד,פסיכיאטריה של הילד והמתבגר,מומחה בפסיכיאטריה של הילד ומתבגר,1.0,True,False,37336,3460
סטוצינר ברק גבריאל,סטוצינר ברק גבריאל,גבריאל ברק סטוצינר,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,37337,2567
אנגל טל,אנגל טל,טל אנגל,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,37360,5466
קליין חגי,קליין חגי,חגי קליין,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,37408,3412
שלטון טל,שלטון טל,טל שלטון,פסיכיאטריה של הילד והמתבגר,מומחה בפסיכיאטריה של הילד ומתבגר,1.0,True,False,37414,3877
הופיין אסף,הופיין אסף,אסף הופיין,גאסטרואנטרולוגיה ילדים,"מומחה בגסטרואנטרולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,37421,1628
גרשי חגי,גרשי חגי,חגי גרשי,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,37447,2446
שני אבישי,שני אבישי,אבישי שני,פסיכיאטריה של הילד והמתבגר,מומחה בפסיכיאטריה של הילד ומתבגר,1.0,True,False,37475,2640
חג' יחיה איהאב,חג' יחיה איהאב,איהאב יחיה חג',כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,37476,2487
אורגד רן-ראובן,אורגד רן-ראובן,רן-ראובן אורגד,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,37490,930
אבו רחמה טוני,אבו רחמה טוני,טוני רחמה אבו,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,37510,807
שריף רובין,שריף רובין,רובין שריף,נוירוכירורגיה,מומחה בנוירוכירורגיה,1.0,True,False,37515,2501
בוגומילסקי בוריס,בוגומילסקי בוריס,בוריס בוגומילסקי,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,37557,1919
עבוד לואי,עבוד לואי,לואי עבוד,נוירולוגיה,מומחה בנוירולוגיה,1.0,True,False,37570,4252
נח'אש ריזק,נח'אש ריזק,ריזק נח'אש,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,37571,2038
אבו עקל מחמוד,אבו עקל מחמוד,מחמוד עקל אבו,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,37587,602
איוב עלא,איוב עלא,עלא איוב,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,37646,5746
סיידה סעד,סיידה סעד,סעד סיידה,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,37682,4676
שורבג'י אכרם,שורבג'י אכרם,אכרם שורבג'י,רפואה פנימית,"מתמחה במינהל רפואי, מומחה ברפואה פנימית",1.0,True,False,37692,5876
אבו עאמר נביל,אבו עאמר נביל,נביל עאמר אבו,רפואה פנימית,"מומחה בנפרולוגיה, מומחה ברפואה פנימית",1.0,True,False,37702,5646
קירשנר דני,קירשנר דני,דני קירשנר,רפואה פנימית,"מומחה בגריאטריה, מומחה ברפואה פנימית",1.0,True,False,37751,2702
בדיר מעאד,בדיר מעאד,מעאד בדיר,רפואת ילדים,"מומחה ברפואה דחופה, מומחה ברפואת ילדים",1.0,True,False,37763,5826
טל אלון,טל אלון,אלון טל,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,37767,3696
כרמלי עידן,כרמלי עידן,עידן כרמלי,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,37789,2541
הירש לירן,הירש לירן,לירן הירש,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,37791,1393
קוטינה בלאל,קוטינה בלאל,בלאל קוטינה,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,37812,2493
סטולוביץ נתן,סטולוביץ נתן,נתן סטולוביץ,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,37841,5790
מילביצקי אסי,מילביצקי אסי,אסי מילביצקי,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,37847,3706
גבריאלי שלמה,גבריאלי שלמה,שלמה גבריאלי,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,37893,1318
אבו עקל אדיב,אבו עקל אדיב,אדיב עקל אבו,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,37903,4223
רומיין מארק,רומיין מארק,מארק רומיין,רפואה פנימית,"מומחה בנפרולוגיה, מומחה בטיפול נמרץ כללי, מומחה ברפואה פנימית",1.0,True,False,37904,3172
און רועי,און רועי,רועי און,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,37910,5355
ישראלי אורן,ישראלי אורן,אורן ישראלי,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,37933,2010
עמאשה סאמח,עמאשה סאמח,סאמח עמאשה,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,37959,4368
מסרי אמין,מסרי אמין,אמין מסרי,רפואה פנימית,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",1.0,True,False,37972,1405
גורביץ' ניקולאי,גורביץ' ניקולאי,ניקולאי גורביץ',כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,38012,3370
טאהא סאלח,טאהא סאלח,סאלח טאהא,רפואה פנימית,"מומחה בגריאטריה, מומחה ברפואה פנימית",1.0,True,False,38029,3272
סוצ'י אריאל צבי,סוצ'י אריאל צבי,צבי אריאל סוצ'י,רפואת ילדים,"מתמחה בראומטולוגיה, מומחה ברפואת ילדים",1.0,True,False,38045,1242
עומר לואא,עומר לואא,לואא עומר,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,38077,4179
הורוביץ איתי,הורוביץ איתי,איתי הורוביץ,פסיכיאטריה של הילד והמתבגר,מומחה בפסיכיאטריה של הילד ומתבגר,1.0,True,False,38078,4143
הנו פאדי,הנו פאדי,פאדי הנו,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,38100,1960
המאירי גיל,המאירי גיל,גיל המאירי,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,38113,4682
כץ אפרים שלמה,כץ אפרים שלמה,שלמה אפרים כץ,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,38160,2358
דעבוס תימור,דעבוס תימור,תימור דעבוס,רפואה פנימית,"מומחה בגריאטריה, מומחה ברפואה פנימית",1.0,True,False,38192,4844
עודה כנאן,עודה כנאן,כנאן עודה,רפואת ילדים,"מומחה בנאונטולוגיה, מומחה ברפואת ילדים",1.0,True,False,38201,3466
אדכידק נדאל,אדכידק נדאל,נדאל אדכידק,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,38230,2314
קוסלובסקי יונתן,קוסלובסקי יונתן,יונתן קוסלובסקי,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,38233,3344
לוי סמי,לוי סמי,סמי לוי,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,38243,1216
שלמן אלכסנדר,שלמן אלכסנדר,אלכסנדר שלמן,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,38244,3138
ח'טיב סאלח,ח'טיב סאלח,סאלח ח'טיב,רפואה דחופה - מסלול ילדים,"מומחה ברפואה דחופה, מומחה ברפואת ילדים",1.0,True,False,38246,3622
זידאן אדהם,זידאן אדהם,אדהם זידאן,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,38255,3366
זיסמן עידן,זיסמן עידן,עידן זיסמן,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,38261,292
אבו מדעים מוניר,אבו מדעים מוניר,מוניר מדעים אבו,נוירולוגית ילדים והתפתחות הילד,"מומחה בנוירו ילדים והתפתחות הילד, מומחה ברפואת ילדים",1.0,True,False,38285,4570
בדראן אשרף,בדראן אשרף,אשרף בדראן,רפואה פנימית,"מומחה בנפרולוגיה, מומחה ברפואה פנימית",1.0,True,False,38291,2124
אבו רחאל זיאד,אבו רחאל זיאד,זיאד רחאל אבו,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,38300,2894
סלימאן חוסין,סלימאן חוסין,חוסין סלימאן,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,38303,1829
נזאל סאלח,נזאל סאלח,סאלח נזאל,רפואה פנימית,"מומחה במחלות ריאה, מומחה ברפואה פנימית",1.0,True,False,38369,1200
חוגיראת סאלח,חוגיראת סאלח,סאלח חוגיראת,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,38384,4278
קאדרי אמג'ד,קאדרי אמג'ד,אמג'ד קאדרי,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,38431,2948
גרדוב לאון,גרדוב לאון,לאון גרדוב,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,38449,1118
סמעאן מתא,סמעאן מתא,מתא סמעאן,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,38470,2344
רחאל דיב,רחאל דיב,דיב רחאל,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,38471,4735
שקלובסקי דמיטרי,שקלובסקי דמיטרי,דמיטרי שקלובסקי,רפואה פנימית,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",1.0,True,False,38475,3346
חטיב מוחמד,חטיב מוחמד,מוחמד חטיב,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,38482,2485
דר רון,דר רון,רון דר,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,True,38549,5766
שאקי דוד איתיאל,שאקי דוד איתיאל,איתיאל דוד שאקי,רפואת ילדים,"מומחה באנדוקרינולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,38553,3903
חכרוש עומר,חכרוש עומר,עומר חכרוש,רפואה פנימית,"מומחה במחלות ריאה, מומחה ברפואה פנימית",1.0,True,False,38556,3539
שלבי פואד,שלבי פואד,פואד שלבי,כירורגיה כללית,"מומחה בכירורגית כלי-דם, מומחה בכירורגיה כללית",1.0,True,False,38574,2483
חדאד פאדי,חדאד פאדי,פאדי חדאד,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,38601,1975
חסאן אחמד,חסאן אחמד,אחמד חסאן,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,38622,4033
הלסטוך דניאל,הלסטוך דניאל,דניאל הלסטוך,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,38625,2324
קיילס חן,קיילס חן,חן קיילס,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,38642,1250
צור אברהם,צור אברהם,אברהם צור,יילוד וגינקולוגיה,"מתמחה במינהל רפואי, מומחה ביילוד וגינקולוגיה",1.0,True,False,38658,2190
שלופה ג'ורג',שלופה ג'ורג',ג'ורג' שלופה,מחלות ריאה ילדים,"מומחה במחלות ריאה ילדים, מומחה ברפואת ילדים",1.0,True,False,38673,2752
זלוטניק אורן,זלוטניק אורן,אורן זלוטניק,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,38680,1845
בורודצקי ולדימיר,בורודצקי ולדימיר,ולדימיר בורודצקי,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,38701,5580
רוזנבלט אורגד,רוזנבלט אורגד,אורגד רוזנבלט,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,38711,4117
רוזינסקי פיליפ,רוזינסקי פיליפ,פיליפ רוזינסקי,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,38717,1322
חבשי עמאר,חבשי עמאר,עמאר חבשי,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,38752,4610
קאסם רביע,קאסם רביע,רביע קאסם,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,38785,1214
ניימן אריאל,ניימן אריאל,אריאל ניימן,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,38882,4678
שלאעטה מהראן,שלאעטה מהראן,מהראן שלאעטה,רפואה פנימית,"מומחה בנפרולוגיה, מומחה ברפואה פנימית",1.0,True,False,38905,4965
אשקיר אחמד,אשקיר אחמד,אחמד אשקיר,רפואת ילדים,"מומחה בקרדיולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,38909,2507
זוביידאת עאמר,זוביידאת עאמר,עאמר זוביידאת,רפואה פנימית,"מומחה בגריאטריה, מומחה ברפואה פנימית",1.0,True,False,38931,5834
גרנובסקי אמיל,גרנובסקי אמיל,אמיל גרנובסקי,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,38939,4064
סמלמן חרץ סאלו,סמלמן חרץ סאלו,סאלו חרץ סמלמן,נוירולוגיה,מומחה בנוירולוגיה,1.0,True,False,38950,2840
רוזנטל רון,רוזנטל רון,רון רוזנטל,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,38954,1248
בדארנה מוחמד,בדארנה מוחמד,מוחמד בדארנה,רפואה פנימית,"מומחה באנדוקרינולוגיה, מומחה ברפואה פנימית",1.0,True,False,38958,4743
שליט נדב יהודה,שליט נדב יהודה,יהודה נדב שליט,פסיכיאטריה,מומחה בפסיכיאטריה,1.0,True,False,38965,4354
סול עומר,סול עומר,עומר סול,פסיכיאטריה,"מומחה בפסיכיאטריה של הילד ומתבגר, מומחה בפסיכיאטריה",1.0,True,False,38979,4135
דמארי איתן,דמארי איתן,איתן דמארי,רפואת ילדים,"מומחה בגסטרואנטרולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,38990,1098
נוג'ידאת חוסאם,נוג'ידאת חוסאם,חוסאם נוג'ידאת,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,38995,2756
נאמן אורי,נאמן אורי,אורי נאמן,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,39023,5138
צוקר דוד רועי,צוקר דוד רועי,רועי דוד צוקר,רפואה פנימית,"מומחה במחלות זיהומיות, מומחה ברפואה פנימית",1.0,True,False,39040,4149
פרימן אסף יוסף,פרימן אסף יוסף,יוסף אסף פרימן,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,39061,4058
פלנר אברהם יוסף,פלנר אברהם יוסף,יוסף אברהם פלנר,נוירולוגיה,"מומחה בגנטיקה רפואית, מומחה בנוירולוגיה",1.0,True,False,39083,5492
גנתי יותם דוד,גנתי יותם דוד,דוד יותם גנתי,פסיכיאטריה של הילד והמתבגר,"מומחה בפסיכיאטריה של הילד ומתבגר, מומחה בפסיכיאטריה",1.0,True,False,39129,2517
בולוס סרי,בולוס סרי,סרי בולוס,יילוד וגינקולוגיה,מומחה ביילוד וגינקולוגיה,1.0,True,False,39132,2012
אמין אמין,אמין אמין,אמין אמין,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,39135,2553
כיתאני אמיר,כיתאני אמיר,אמיר כיתאני,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,False,39169,1240
עזאיזה מוהנד,עזאיזה מוהנד,מוהנד עזאיזה,רפואה פנימית,"מומחה במחלות ריאה, מומחה ברפואה פנימית",1.0,True,False,39201,4266
יחיא אחמד,יחיא אחמד,אחמד יחיא,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,39205,2754
לביא עידו,לביא עידו,עידו לביא,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,39221,2230
חלבי נמר,חלבי נמר,נמר חלבי,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,39247,2456
אבו ערישה מוחמד,אבו ערישה מוחמד,מוחמד ערישה אבו,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,True,39256,4442
חונה איתי,חונה איתי,איתי חונה,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,39262,1967
נוג'ידאת ג'יהאד,נוג'ידאת ג'יהאד,ג'יהאד נוג'ידאת,רפואה פנימית,מומחה ברפואה פנימית,1.0,True,False,39263,2481
אבו ערישה מוחמד,אבו ערישה מוחמד,מוחמד ערישה אבו,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,39315,2374
לייבזון מאור,לייבזון מאור,מאור לייבזון,רפואת ילדים,"מומחה באנדוקרינולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,39320,2398
אבו סאלח ביאן,אבו סאלח ביאן,ביאן סאלח אבו,רפואת ילדים,מומחה ברפואת ילדים,1.0,True,False,39375,878
מאוסבך סטפן,מאוסבך סטפן,סטפן מאוסבך,נוירולוגיה,"מומחה בטיפול נמרץ כללי, מומחה בנוירולוגיה",1.0,True,False,39392,2450
דאוד אליאס,דאוד אליאס,אליאס דאוד,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,39424,2152
בחוס זאהר,בחוס זאהר,זאהר בחוס,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,39443,815
רייטר אגר עופר,רייטר אגר עופר,עופר אגר רייטר,דרמטולוגיה-מחלות עור ומין,מומחה במחלות עור ומין,1.0,True,False,39503,2404
סח מוסטפא,סח מוסטפא,מוסטפא סח,רפואה פנימית,"מומחה בנפרולוגיה, מומחה ברפואה פנימית",1.0,True,False,39582,713
גרופל דניאל,גרופל דניאל,דניאל גרופל,רפואה פנימית,"מומחה במחלות זיהומיות, מומחה ברפואה פנימית",1.0,True,False,39613,2224
פרי רון,פרי רון,רון פרי,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,39672,2563
ברקוביץ איל,ברקוביץ איל,איל ברקוביץ,רדיולוגיה אבחנתית,מומחה ברדיולוגיה אבחנתית,1.0,True,False,39680,4426
בן הרוש דוד,בן הרוש דוד,דוד הרוש בן,כירורגיה פלסטית ואסתטית,מומחה בכירורגיה פלסטית ואסתטית,1.0,True,False,39693,4711
מחאג'נה חוסיין,מחאג'נה חוסיין,חוסיין מחאג'נה,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,39720,3256
ריגלר טוהר,ריגלר טוהר,טוהר ריגלר,נוירולוגית ילדים והתפתחות הילד,"מומחה בנוירו ילדים והתפתחות הילד, מומחה ברפואת ילדים",1.0,True,False,39760,4829
נאסר רוני,נאסר רוני,רוני נאסר,רפואה פנימית,"מומחה בגסטרואנטרולוגיה, מומחה ברפואה פנימית",1.0,True,False,39787,2846
חזן גיא,חזן גיא,גיא חזן,רפואת ילדים,"מומחה במחלות ריאה ילדים, מומחה ברפואת ילדים",1.0,True,False,39816,2672
לורבר אמיתי,לורבר אמיתי,אמיתי לורבר,כירורגיה אורולוגית,מומחה בכירורגיה אורולוגית,1.0,True,False,39820,2786
גבאי איתי אלימלך,גבאי איתי אלימלך,אלימלך איתי גבאי,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,39846,2354
מארון אליאס,מארון אליאס,אליאס מארון,רפואה פנימית,"מומחה בהמטולוגיה, מומחה ברפואה פנימית",1.0,True,False,39847,3749
לויט ברק,לויט ברק,ברק לויט,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,39864,4167
גרוסמן יהונתן,גרוסמן יהונתן,יהונתן גרוסמן,רפואה פנימית,"מומחה בקרדיולוגיה, מומחה ברפואה פנימית",1.0,True,False,39881,1994
בן שאול אור,בן שאול אור,אור שאול בן,מחלות עיניים,מומחה במחלות עיניים,1.0,True,False,39904,2310
אבו סעוד מוחמד יעקוב,אבו סעוד מוחמד יעקוב,יעקוב מוחמד סעוד אבו,רפואת ילדים,"מומחה בהמטו אונקולוגית ילדים, מומחה ברפואת ילדים",1.0,True,False,39927,680
לובאני אחמד,לובאני אחמד,אחמד לובאני,כירורגיה כללית,מומחה בכירורגיה כללית,1.0,True,False,39929,1604
פרט דן,פרט דן,דן פרט,כירורגיה אורתופדית,מומחה בכירורגיה אורתופדית,1.0,True,True,39969,1987
ורור אמיר,ורור אמיר,אמיר ורור,רפואה פנימית,"מומחה בהמטולוגיה, מומחה ברפואה פנימית",1.0,True,False,40012,2040
